"コード","銘柄名","市場","現在値","前日比(%)"
"6758","ソニーグループ","東P","12895.0","+35.0(+0.27%)"
"6762","ＴＤＫ","東P","7391.0","-299.0(-3.89%)"
"6763","帝国通信工業","東P","1807","-24.0(-1.31%)"
"6768","タムラ製作所","東P","598","+2.0(+0.34%)"
"6769","ザインエレクトロニクス","東S","989","-23.0(-2.27%)"
"6770","アルプスアルパイン","東P","1262.0","+3.0(+0.24%)"
"6771","池上通信機","東S","773","-22.0(-2.77%)"
"6772","東京コスモス電機","東S","3760","+0.0(+0.00%)"
"6775","ＴＢグループ","東S","190","-4.0(-2.06%)"
"6776","天昇電気工業","東S","409","-8.0(-1.92%)"
"6777","ｓａｎｔｅｃ　ＨＬＤＧ","東S","5220","-110.0(-2.06%)"
"6778","アルチザネットワークス","東S","653","+4.0(+0.62%)"
"6779","日本電波工業","東P","1203","-31.0(-2.51%)"
"6785","鈴木","東P","1404","+58.0(+4.31%)"
"6786","ＲＶＨ","東S","59","-1.0(-1.67%)"
"6787","メイコー","東P","4930","-220.0(-4.27%)"
"6788","日本トリム","東P","3510","-125.0(-3.44%)"
"6789","ローランド　ディー　ジー","東P","5480","-60.0(-1.08%)"
"6794","フォスター電機","東P","1215","-50.0(-3.95%)"
"6798","ＳＭＫ","東P","2451","-54.0(-2.16%)"
"6800","ヨコオ","東P","1592","-28.0(-1.73%)"
"6803","ティアック","東S","99","-1.0(-1.00%)"
"6804","ホシデン","東P","1903","-35.0(-1.81%)"
"6806","ヒロセ電機","東P","15825.0","-20.0(-0.13%)"
"6807","日本航空電子工業","東P","2385","-5.0(-0.21%)"
"6809","ＴＯＡ","東P","1111","-28.0(-2.46%)"
"6810","マクセル","東P","1516","-39.0(-2.51%)"
"6814","古野電気","東P","1797","-500.0(-21.77%)"
"6817","スミダコーポレーション","東P","1188","-42.0(-3.41%)"
"6819","伊豆シャボテンリゾート","東S","433","+3.0(+0.70%)"
"6820","アイコム","東P","3235","-45.0(-1.37%)"
"6822","大井電気","東S","1849","-9.0(-0.48%)"
"6823","リオン","東P","2991","-94.0(-3.05%)"
"6824","新コスモス電機","東S","2379","+23.0(+0.98%)"
"6832","アオイ電子","東S","2457","-95.0(-3.72%)"
"6834","精工技研","東S","1840","-70.0(-3.66%)"
"6835","アライドテレシスＨＬＤＧ","東S","102","-2.0(-1.92%)"
"6836","ぷらっとホーム","東S","761","+1.0(+0.13%)"
"6837","京写","東S","419","-2.0(-0.48%)"
"6838","多摩川ＨＬＤＧ","東S","871","+15.0(+1.75%)"
"6840","ＡＫＩＢＡ　ＨＬＤＧ","東S","404","-2.0(-0.49%)"
"6841","横河電機","東P","3468.0","-86.0(-2.42%)"
"6844","新電元工業","東P","2845","-71.0(-2.43%)"
"6845","アズビル","東P","4251.0","-28.0(-0.65%)"
"6848","東亜ディーケーケー","東S","888","-21.0(-2.31%)"
"6849","日本光電工業","東P","4229.0","+85.0(+2.05%)"
"6850","チノー","東P","2675","-25.0(-0.93%)"
"6853","共和電業","東S","419","-9.0(-2.10%)"
"6855","日本電子材料","東S","2508","-178.0(-6.63%)"
"6856","堀場製作所","東P","15620.0","-305.0(-1.92%)"
"6857","アドバンテスト","東P","5713.0","-225.0(-3.79%)"
"6858","小野測器","東S","667","-26.0(-3.75%)"
"6859","エスペック","東P","2973","-72.0(-2.36%)"
"6861","キーエンス","東P","64910.0","+210.0(+0.32%)"
"6862","ミナトＨＬＤＧ","東S","1030","-30.0(-2.83%)"
"6863","ニレコ","東S","1955","-80.0(-3.93%)"
"6864","エヌエフＨＬＤＧ","東S","1184","-39.0(-3.19%)"
"6866","日置電機","東P","6370","-700.0(-9.90%)"
"6867","リーダー電子","東S","675","-20.0(-2.88%)"
"6869","シスメックス","東P","2472.5","+25.0(+1.02%)"
"6870","日本フェンオール","東S","1664","-3.0(-0.18%)"
"6871","日本マイクロニクス","東P","7100","-640.0(-8.27%)"
"6874","協立電機","東S","3380","-50.0(-1.46%)"
"6875","メガチップス","東P","3530","-45.0(-1.26%)"
"6877","ＯＢＡＲＡ　ＧＲＯＵＰ","東S","4070","-150.0(-3.55%)"
"6879","ＩＭＡＧＩＣＡ　ＧＲＯＵＰ","東P","625","-14.0(-2.19%)"
"6882","三社電機製作所","東S","1607","-53.0(-3.19%)"
"6888","アクモス","東S","564","-12.0(-2.08%)"
"6890","フェローテックＨＬＤＧ","東S","2900","-75.0(-2.52%)"
"6894","パルステック工業","東S","1798","+11.0(+0.62%)"
"6897","ツインバード","東S","496","-1.0(-0.20%)"
"6898","トミタ電機","東S","1590","-40.0(-2.45%)"
"6899","ＡＳＴＩ","東S","3235","-100.0(-3.00%)"
"6901","澤藤電機","東S","1209","-21.0(-1.71%)"
"6902","デンソー","東P","2890.5","-77.5(-2.61%)"
"6904","原田工業","東S","701","-3.0(-0.43%)"
"6905","コーセル","東P","1479","+5.0(+0.34%)"
"6907","ジオマテック","東S","483","-2.0(-0.41%)"
"6908","イリソ電子工業","東P","2855","-47.0(-1.62%)"
"6912","菊水ＨＬＤＧ","東S","1303","-17.0(-1.29%)"
"6914","オプテックスグループ","東P","1842","-33.0(-1.76%)"
"6915","千代田インテグレ","東S","2708","-83.0(-2.97%)"
"6918","アバールデータ","東S","5280","-130.0(-2.40%)"
"6919","ケル","東S","1840","-32.0(-1.71%)"
"6920","レーザーテック","東P","40670.0","-1,510.0(-3.58%)"
"6923","スタンレー電気","東P","2811.5","-16.5(-0.58%)"
"6925","ウシオ電機","東P","2011.5","+12.5(+0.63%)"
"6926","岡谷電機産業","東S","263","-4.0(-1.50%)"
"6927","ヘリオス　テクノ　ＨＬＤＧ","東S","487","-8.0(-1.62%)"
"6928","エノモト","東P","1602","-30.0(-1.84%)"
"6929","日本セラミック","東P","2683","-44.0(-1.61%)"
"6930","日本アンテナ","東S","510","-4.0(-0.78%)"
"6932","遠藤照明","東S","1430","-40.0(-2.72%)"
"6937","古河電池","東P","1007","-33.0(-3.17%)"
"6938","双信電機","東S","479","+0.0(+0.00%)"
"6941","山一電機","東P","2620","-78.0(-2.89%)"
"6942","ソフィアＨＬＤＧ","東S","1108","-30.0(-2.64%)"
"6943","ＮＫＫスイッチズ","東S","-","- (-%)"
"6946","日本アビオニクス","東S","9550","-40.0(-0.42%)"
"6947","図研","東P","4020","-120.0(-2.90%)"
"6951","日本電子","東P","7141.0","-189.0(-2.58%)"
"6952","カシオ計算機","東P","1320.0","-7.5(-0.56%)"
"6954","ファナック","東P","4479.0","+83.0(+1.89%)"
"6955","ＦＤＫ","東S","697","-14.0(-1.97%)"
"6957","芝浦電子","東S","5990","-40.0(-0.66%)"
"6958","日本シイエムケイ","東P","585","-14.0(-2.34%)"
"6960","フクダ電子","東S","6310","-40.0(-0.63%)"
"6961","エンプラス","東P","7190","+70.0(+0.98%)"
"6962","大真空","東P","769","-22.0(-2.78%)"
"6963","ローム","東P","2175.5","-57.0(-2.55%)"
"6964","サンコー","東S","615","-7.0(-1.13%)"
"6965","浜松ホトニクス","東P","5730.0","+50.0(+0.88%)"
"6966","三井ハイテック","東P","7329.0","+22.0(+0.30%)"
"6967","新光電気工業","東P","5599.0","-7.0(-0.12%)"
"6969","松尾電機","東S","533","-7.0(-1.30%)"
"6971","京セラ","東P","1913.0","+0.0(+0.00%)"
"6973","協栄産業","東S","2666","-67.0(-2.45%)"
"6976","太陽誘電","東P","3593.0","-30.0(-0.83%)"
"6977","日本抵抗器製作所","東S","999","-20.0(-1.96%)"
"6981","村田製作所","東P","2806.5","+21.5(+0.77%)"
"6982","リード","東S","638","+3.0(+0.47%)"
"6986","双葉電子工業","東P","496","-12.0(-2.36%)"
"6988","日東電工","東P","14275.0","-225.0(-1.55%)"
"6989","北陸電気工業","東S","1333","-32.0(-2.34%)"
"6993","大黒屋ＨＬＤＧ","東S","36","+0.0(+0.00%)"
"6994","指月電機製作所","東S","437","-10.0(-2.24%)"
"6995","東海理化電機製作所","東P","2462","-70.0(-2.76%)"
"6996","ニチコン","東P","1304","-24.0(-1.81%)"
"6997","日本ケミコン","東P","1448","-41.0(-2.75%)"
"6998","日本タングステン","東S","1256","-14.0(-1.10%)"
"6999","ＫＯＡ","東P","1452","-23.0(-1.56%)"
"7003","三井Ｅ＆Ｓ","東P","1676","-95.0(-5.36%)"
"7004","日立造船","東P","1270","-18.0(-1.40%)"
"7011","三菱重工業","東P","1344.5","-69.5(-4.92%)"
"7012","川崎重工業","東P","4704.0","-214.0(-4.35%)"
"7013","ＩＨＩ","東P","3888.0","-37.0(-0.94%)"
"7014","名村造船所","東S","1845","-40.0(-2.12%)"
"7018","内海造船","東S","4235","-240.0(-5.36%)"
"7021","ニッチツ","東S","2045","+0.0(+0.00%)"
"7022","サノヤスＨＬＤＧ","東S","202","-1.0(-0.49%)"
"7030","スプリックス","東S","788","-8.0(-1.01%)"
"7031","インバウンドテック","東G","1038","-15.0(-1.42%)"
"7033","マネジメントソリューションズ","東P","1727","-3.0(-0.17%)"
"7034","プロレド・パートナーズ","東P","508","-18.0(-3.42%)"
"7035","ａｎｄ　ｆａｃｔｏｒｙ","東S","318","-3.0(-0.93%)"
"7036","イーエムネットジャパン","東G","978","-25.0(-2.49%)"
"7037","テノ．ＨＬＤＧ","東S","447","-6.0(-1.32%)"
"7038","フロンティア・マネジメント","東P","1537","-46.0(-2.91%)"
"7039","ブリッジインターナショナル","東G","1672","+16.0(+0.97%)"
"7040","サン・ライフＨＬＤＧ","東S","1002","+3.0(+0.30%)"
"7041","ＣＲＧ　ＨＬＤＧ","東G","527","+0.0(+0.00%)"
"7042","アクセスグループ・ＨＬＤＧ","東S","795","-14.0(-1.73%)"
"7043","アルー","東G","900","-5.0(-0.55%)"
"7044","ピアラ","東S","298","-3.0(-1.00%)"
"7046","ＴＤＳＥ","東G","1817","-28.0(-1.52%)"
"7047","ポート","東G","1950","-21.0(-1.07%)"
"7048","ベルトラ","東G","451","-20.0(-4.25%)"
"7049","識学","東G","486","-5.0(-1.02%)"
"7050","フロンティアインターナショナル","東G","1761","-15.0(-0.84%)"
"7057","エヌ・シー・エヌ","東S","-","- (-%)"
"7058","共栄セキュリティーサービス","東S","2941","+0.0(+0.00%)"
"7059","コプロ・ＨＬＤＧ","東P","1550","-63.0(-3.91%)"
"7060","ギークス","東S","527","-2.0(-0.38%)"
"7061","日本ホスピスＨＬＤＧ","東G","1517","-53.0(-3.38%)"
"7062","フレアス","東G","910","-10.0(-1.09%)"
"7063","Ｂｉｒｄｍａｎ","東G","1180","-20.0(-1.67%)"
"7064","ハウテレビジョン","東G","2443","-36.0(-1.45%)"
"7065","ユーピーアール","東S","1403","-27.0(-1.89%)"
"7066","ピアズ","東G","964","-14.0(-1.43%)"
"7067","ブランディングテクノロジー","東G","999","-21.0(-2.06%)"
"7068","フィードフォースグループ","東G","571","+2.0(+0.35%)"
"7069","サイバー・バズ","東G","2959","+142.0(+5.04%)"
"7071","アンビスＨＬＤＧ","東P","2368","-93.0(-3.78%)"
"7072","インティメート・マージャー","東G","1212","-32.0(-2.57%)"
"7073","ジェイック","東G","1966","+2.0(+0.10%)"
"7074","トゥエンティーフォーセブン","東G","340","+1.0(+0.29%)"
"7077","ＡＬｉＮＫインターネット","東G","1022","-16.0(-1.54%)"
"7078","ＩＮＣＬＵＳＩＶＥ","東G","669","-10.0(-1.47%)"
"7079","ＷＤＢココ","東G","4545","-55.0(-1.20%)"
"7080","スポーツフィールド","東G","716","+1.0(+0.14%)"
"7081","コーユーレンティア","東S","2282","-38.0(-1.64%)"
"7082","ジモティー","東G","1394","-5.0(-0.36%)"
"7083","ＡＨＣグループ","東G","724","-8.0(-1.09%)"
"7084","Ｋｉｄｓ　Ｓｍｉｌｅ　ＨＬＤＧ","東G","878","-2.0(-0.23%)"
"7085","カーブスＨＬＤＧ","東P","776","-7.0(-0.89%)"
"7086","きずなＨＬＤＧ","東G","1267","-23.0(-1.78%)"
"7087","ウイルテック","東S","909","-11.0(-1.20%)"
"7088","フォーラムエンジニアリング","東P","861","-35.0(-3.91%)"
"7089","フォースタートアップス","東G","1060","-30.0(-2.75%)"
"7090","リグア","東G","2057","-39.0(-1.86%)"
"7091","リビングプラットフォーム","東G","1010","+4.0(+0.40%)"
"7092","Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊｐ","東P","1079","-22.0(-2.00%)"
"7093","アディッシュ","東G","819","-53.0(-6.08%)"
"7094","ＮｅｘＴｏｎｅ","東G","1222","-1.0(-0.08%)"
"7095","Ｍａｃｂｅｅ　Ｐｌａｎｅｔ","東G","13050","-260.0(-1.95%)"
"7096","ステムセル研究所","東G","1782","-18.0(-1.00%)"
"7097","さくらさくプラス","東G","1013","-39.0(-3.71%)"
"7102","日本車輌製造","東P","2355","-86.0(-3.52%)"
"7105","三菱ロジスネクスト","東S","1614","-52.0(-3.12%)"
"7110","クラシコム","東G","1527","-44.0(-2.80%)"
"7111","ＩＮＥＳＴ","東S","72","-1.0(-1.37%)"
"7112","キューブ","東G","684","-69.0(-9.16%)"
"7114","フーディソン","東G","1353","-50.0(-3.56%)"
"7115","アルファパーチェス","東S","1081","-15.0(-1.37%)"
"7116","ダイワ通信","東S","1069","-11.0(-1.02%)"
"7119","ハルメクＨＬＤＧ","東G","949","-23.0(-2.37%)"
"7120","ＳＨＩＮＫＯ","東S","2136","-43.0(-1.97%)"
"7122","近畿車輛","東S","2349","-95.0(-3.89%)"
"7126","グローバルスタイル","東S","1581","-2.0(-0.13%)"
"7127","一家ＨＬＤＧ","東S","684","-4.0(-0.58%)"
"7128","フルサト・マルカＨＬＤＧ","東P","2204","+172.0(+8.46%)"
"7129","ミアヘルサＨＬＤＧ","東S","1058","+6.0(+0.57%)"
"7130","ヤマエグループＨＬＤＧ","東P","2638","-83.0(-3.05%)"
"7131","のむら産業","東S","1629","-4.0(-0.24%)"
"7133","ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　Ｃ","東G","1691","-89.0(-5.00%)"
"7134","アップガレージグループ","東S","719","-22.0(-2.97%)"
"7135","ジャパンクラフトＨＬＤＧ","東S","159","+0.0(+0.00%)"
"7138","ＴＯＲＩＣＯ","東G","1019","-6.0(-0.59%)"
"7140","ペットゴー","東G","922","-2.0(-0.22%)"
"7148","ＦＰＧ","東P","2190","-15.0(-0.68%)"
"7150","島根銀行","東S","542","-12.0(-2.17%)"
"7157","ライフネット生命保険","東G","1371","-4.0(-0.29%)"
"7161","じもとＨＬＤＧ","東S","546","-13.0(-2.33%)"
"7162","アストマックス","東S","239","-5.0(-2.05%)"
"7163","住信　ＳＢＩ　ネット銀行","東S","2382","-101.0(-4.07%)"
"7164","全国保証","東P","5337.0","-79.0(-1.46%)"
"7167","めぶきフィナンシャルグループ","東P","533.5","-21.8(-3.93%)"
"7172","ジャパンインベストメントアドバ","東P","1061","-53.0(-4.76%)"
"7173","東京きらぼしＦＧ","東P","4495","-130.0(-2.81%)"
"7175","今村証券","東S","1395","-29.0(-2.04%)"
"7177","ＧＭＯフィナンシャルＨＬＤＧ","東S","750","-9.0(-1.19%)"
"7180","九州ＦＧ","東P","1048.0","-48.0(-4.38%)"
"7181","かんぽ生命保険","東P","2955.0","-88.0(-2.89%)"
"7182","ゆうちょ銀行","東P","1535.0","-39.0(-2.48%)"
"7183","あんしん保証","東S","230","-1.0(-0.43%)"
"7184","富山第一銀行","東P","908","-27.0(-2.89%)"
"7185","ヒロセ通商","東S","3220","-70.0(-2.13%)"
"7186","コンコルディアＦＧ","東P","788.2","-22.6(-2.79%)"
"7187","ジェイリース","東P","1219","-24.0(-1.93%)"
"7189","西日本フィナンシャルＨＬＤＧ","東P","1824","-37.0(-1.99%)"
"7191","イントラスト","東S","880","+0.0(+0.00%)"
"7192","日本モーゲージサービス","東S","485","-4.0(-0.82%)"
"7196","Ｃａｓａ","東S","817","-6.0(-0.73%)"
"7198","ＳＢＩアルヒ","東P","909","-13.0(-1.41%)"
"7199","プレミアグループ","東P","2026","-32.0(-1.55%)"
"7201","日産自動車","東P","578.3","-8.2(-1.40%)"
"7202","いすゞ自動車","東P","1988.5","-21.0(-1.05%)"
"7203","トヨタ自動車","東P","3647.0","-120.0(-3.19%)"
"7205","日野自動車","東P","499.7","-6.5(-1.28%)"
"7208","カネミツ","東S","1000","-3.0(-0.30%)"
"7211","三菱自動車工業","東P","498.1","-11.4(-2.24%)"
"7212","エフテック","東S","765","-13.0(-1.67%)"
"7213","レシップＨＬＤＧ","東S","600","-3.0(-0.50%)"
"7214","ＧＭＢ","東S","1107","-12.0(-1.07%)"
"7215","ファルテック","東S","569","-2.0(-0.35%)"
"7217","テイン","東S","988","-7.0(-0.70%)"
"7218","田中精密工業","東S","1220","-73.0(-5.65%)"
"7219","エッチ・ケー・エス","東S","2150","-5.0(-0.23%)"
"7220","武蔵精密工業","東P","1615","-24.0(-1.46%)"
"7222","日産車体","東S","952","-60.0(-5.93%)"
"7224","新明和工業","東P","1197","-23.0(-1.89%)"
"7226","極東開発工業","東P","2513","-49.0(-1.91%)"
"7228","デイトナ","東S","3510","-5.0(-0.14%)"
"7229","ユタカ技研","東S","2526","-90.0(-3.44%)"
"7231","トピー工業","東P","2617","-135.0(-4.91%)"
"7235","東京ラヂエーター製造","東S","751","-17.0(-2.21%)"
"7236","ティラド","東P","3840","-170.0(-4.24%)"
"7238","曙ブレーキ工業","東P","140","-3.0(-2.10%)"
"7239","タチエス","東P","1908","-51.0(-2.60%)"
"7240","ＮＯＫ","東P","2117.5","-28.0(-1.31%)"
"7241","フタバ産業","東P","1048","-42.0(-3.85%)"
"7242","カヤバ","東P","5140","-80.0(-1.53%)"
"7244","市光工業","東P","510","-10.0(-1.92%)"
"7245","大同メタル工業","東P","644","-37.0(-5.43%)"
"7246","プレス工業","東P","743","-12.0(-1.59%)"
"7247","ミクニ","東S","439","-15.0(-3.30%)"
"7250","太平洋工業","東P","1667","-67.0(-3.86%)"
"7254","ユニバンス","東S","746","-30.0(-3.87%)"
"7255","桜井製作所","東S","512","-7.0(-1.35%)"
"7256","河西工業","東S","233","-3.0(-1.27%)"
"7259","アイシン","東P","6109.0","+9.0(+0.15%)"
"7261","マツダ","東P","1771.5","-38.0(-2.10%)"
"7264","ムロコーポレーション","東S","1515","-26.0(-1.69%)"
"7265","エイケン工業","東S","3215","+0.0(+0.00%)"
"7266","今仙電機製作所","東S","601","-11.0(-1.80%)"
"7267","本田技研工業","東P","1804.0","-56.0(-3.01%)"
"7268","タツミ","東S","332","-13.0(-3.77%)"
"7269","スズキ","東P","1789.0","-47.0(-2.56%)"
"7270","ＳＵＢＡＲＵ","東P","3527.0","-50.0(-1.40%)"
"7271","安永","東S","667","-4.0(-0.60%)"
"7272","ヤマハ発動機","東P","1386.0","-25.0(-1.77%)"
"7273","イクヨ","東S","2233","-34.0(-1.50%)"
"7276","小糸製作所","東P","2365.0","+29.5(+1.26%)"
"7277","ＴＢＫ","東S","363","-8.0(-2.16%)"
"7278","エクセディ","東P","2991","-74.0(-2.41%)"
"7279","ハイレックスコーポレーション","東S","1589","-31.0(-1.91%)"
"7280","ミツバ","東P","1486","-59.0(-3.82%)"
"7282","豊田合成","東P","3195.0","-91.0(-2.77%)"
"7283","愛三工業","東P","1601","-66.0(-3.96%)"
"7284","盟和産業","東S","993","+3.0(+0.30%)"
"7287","日本精機","東S","1484","-55.0(-3.57%)"
"7291","日本プラスト","東S","515","-11.0(-2.09%)"
"7292","村上開明堂","東S","4700","-170.0(-3.49%)"
"7294","ヨロズ","東P","971","-30.0(-3.00%)"
"7296","エフ・シー・シー","東P","2243","-44.0(-1.92%)"
"7297","カーメイト","東S","909","+2.0(+0.22%)"
"7299","フジオーゼックス","東S","1613","-24.0(-1.47%)"
"7305","新家工業","東S","3480","+40.0(+1.16%)"
"7309","シマノ","東P","24115.0","+415.0(+1.75%)"
"7313","テイ・エス　テック","東P","1938.5","-16.0(-0.82%)"
"7314","小田原機器","東S","1032","-8.0(-0.77%)"
"7317","松屋アールアンドディ","東G","659","-17.0(-2.51%)"
"7318","セレンディップＨＬＤＧ","東G","1982","+63.0(+3.28%)"
"7320","日本リビング保証","東G","3250","-50.0(-1.52%)"
"7322","三十三ＦＧ","東P","1991","-60.0(-2.93%)"
"7325","アイリックコーポレーション","東G","729","-19.0(-2.54%)"
"7326","ＳＢＩインシュアランスグループ","東G","1017","-19.0(-1.83%)"
"7327","第四北越ＦＧ","東P","4330","-130.0(-2.91%)"
"7337","ひろぎんＨＬＤＧ","東P","1074.5","-44.5(-3.98%)"
"7338","インヴァスト","東S","1136","+0.0(+0.00%)"
"7342","ウェルスナビ","東G","1468","+21.0(+1.45%)"
"7343","ブロードマインド","東G","1780","+7.0(+0.39%)"
"7345","アイ・パートナーズフィナンシャ","東G","405","-3.0(-0.74%)"
